"location","lat","lon"
"PSDA","41.8886496","-87.6275583"
"Reduction","40.1836828","-79.7708771"
"Pusdatin","-6.3131335","106.7923028"
"Proposition","37.772463","-122.4229843"
"Résumé","35.646543","139.698272"
"Q1","-28.0063049","153.4296572"
"Q11","40.7436528","-73.7335474"
"Remark","42.9744562","-81.3216912"
"Responsible Finance","48.4518491","-123.3713358"
"Republik","36.3306646","-119.2936107"
"Ressource","14.6093806","-60.9881092"
"Qualification","35.4275324","-97.6176325"
"Relevance","37.7507991","-97.3036733"
"Rawaj","38.7734394","-77.1863079"
"qm","38.9877448","-76.538197"
"ProSPECT","33.6984674","-117.7244722"
"Quels","45.4229553","-122.7927938"
"REDD-Strategien","17.4556969","78.4835413"
"Republik","36.3306646","-119.2936107"
"Qualificação","-23.324148","-51.1673215"
"Regionalprogramm","45.529018","-122.587189"
"QI","38.9283556","-94.6945502"
"RHR","44.917163","-93.409122"
"Regine","50.4452112","-104.6188943"
"Promoting","35.749897","-95.3089929"
"PSOs","36.1511133","-95.986395"
"Qi","38.9283556","-94.6945502"
"Qué","27.726079","88.975306"
"RDAs","29.6809712","-95.439091"
"QP","37.485673","-97.241304"
"Rationale","34.1025858","-84.2374675"
"Republik","36.3306646","-119.2936107"
"PSOs","36.1511133","-95.986395"
"Ressource Land","39.7499842","-104.9989928"
"Public Procurement","38.960977","-94.6811779"
"Ramadan","40.516667","71.916667"
"Radisson Blu","41.8863982","-87.6203727"
"PUC","38.5698777","-122.4394834"
"PUCs","40.4416545","-79.8827516"
"Ressource","14.6093806","-60.9881092"
"Ressource","14.6093806","-60.9881092"
"Reflexion","32.7153202","-117.1625275"
"Remote Control","39.5656215","-104.9247862"
"Reporting","36.1517229","-95.9918579"
"Report","47.5274654","-121.9351606"
"Ref","38.2015797","-95.7385537"
"Ref 300","40.7362632","-73.9747753"
"RECs","38.9822845","-94.6692226"
"Rationale","34.1025858","-84.2374675"
"Report","47.5274654","-121.9351606"
"Regionalprogramm","45.529018","-122.587189"
"Recommendations","30.6559462","-87.9051845"
"Remarks","42.2839229","-83.0121415"
"Ref","38.2015797","-95.7385537"
"R1","48.3714403","18.5090894"
"QI","38.9283556","-94.6945502"
"Providing","40.3226723","-75.1270972"
"Re-","-21.115141","55.536384"
"Ref","38.2015797","-95.7385537"
"retour","45.45741","-73.5672309"
"Referenzprojekt","37.3385853","-121.8854839"
"ProREDD","31.6298646","74.8824135"
"Q1","-28.0063049","153.4296572"
"Q2","30.463152","-97.793215"
"Q3","39.7934033","-104.9378211"
"Report","47.5274654","-121.9351606"
"Qué","27.726079","88.975306"
"regional Weiterbildungskurs","52.4040741","9.6861248"
"river","37.6528632","-96.0972052"
"Schweizer","36.6708753","-86.6338847"
"Roda","37.6673581","-77.4589184"
"San Jose","37.3382082","-121.8863286"
"Rio de la ribera","20.3469771","-102.2778386"
"Santa Cruz","36.9741171","-122.0307963"
"Santa Ana","33.7454725","-117.867653"
"Santa Cruz","36.9741171","-122.0307963"
"Santa Cruz","36.9741171","-122.0307963"
"Sahara","36.1449922","-115.2102715"
"Schutzwald","47.461175","9.5944708"
"San Carlos","37.5071591","-122.2605222"
"San Pedro","33.7360619","-118.2922461"
"sassandra","4.9512761","-6.0917517"
"Santa Cruz","36.9741171","-122.0307963"
"San clemente","33.4273521","-117.6126004"
"Rio tinto","40.5473858","-112.0033939"
"Sahara","36.1449922","-115.2102715"
"Santa Barbara","34.4208305","-119.6981901"
"Santa Barbara","34.4208305","-119.6981901"
"runkel","50.4053547","8.1530412"
"Sahara","36.1449922","-115.2102715"
"Sahara","36.1449922","-115.2102715"
"rn3","38.7918074","-121.2099105"
"rn5","12.5958627","-8.0577225"
"rn3","38.7918074","-121.2099105"
"river","37.6528632","-96.0972052"
"river","37.6528632","-96.0972052"
"rift valley","40.7134165","-74.0119769"
"river","37.6528632","-96.0972052"
"river","37.6528632","-96.0972052"
"salt","-24.7821269","-65.4231976"
"river","37.6528632","-96.0972052"
"river","37.6528632","-96.0972052"
"Rouge","57.7297816","26.9169264"
"Schweizer","36.6708753","-86.6338847"
"river","37.6528632","-96.0972052"
"rivers","42.3245137","-71.3263253"
"Sahara","36.1449922","-115.2102715"
"river","37.6528632","-96.0972052"
"Salem","42.51954","-70.8967155"
"ru­","37.1382689","-80.5506221"
"Sahara","36.1449922","-115.2102715"
"Schweizer","36.6708753","-86.6338847"
"ruan­","41.5873645","-93.6260461"
"Sahara","36.1449922","-115.2102715"
"s.c.","33.836081","-81.1637245"
"saloum","29.356631","-98.450031"
"Sahara","36.1449922","-115.2102715"
"Schweizer","36.6708753","-86.6338847"
"river","37.6528632","-96.0972052"
"Schweizer","36.6708753","-86.6338847"
"Salem","42.51954","-70.8967155"
"Salem","42.51954","-70.8967155"
"S","42.73195","-84.470464"
"RRC","38.9378511","-94.7269003"
"S1","35.5332005","-79.179632"
"S6","41.3175381","-95.0761636"
"S","42.73195","-84.470464"
"SBM","38.6630072","-121.3854471"
"SDN","-15.7913595","-47.8835436"
"Sanon","37.6966286","-97.3413212"
"S. @card@","39.448382","-87.406128"
"Samstag","41.1887474","-73.8707344"
"S","42.73195","-84.470464"
"Schmidt","45.558218","-122.5343342"
"SB","-9.64571","160.156194"
"Santa Fe","35.6869752","-105.937799"
"rural Finance","37.689269","-97.343345"
"Sabine","31.2974233","-93.8248241"
"rural Areas","30.4959605","-97.6439104"
"rural Areas","30.4959605","-97.6439104"
"Sa","23.885942","45.079162"
"Santa Cruz","36.9741171","-122.0307963"
"Sa","23.885942","45.079162"
"Sa","23.885942","45.079162"
"Sanz","33.6232351","-117.6731236"
"S","42.73195","-84.470464"
"S1","35.5332005","-79.179632"
"S2","47.3957098","-94.7798301"
"S4","37.4338641","-122.1785385"
"S6","41.3175381","-95.0761636"
"S9","41.7979067","-73.939393"
"Rift Valley","40.7134165","-74.0119769"
"Safaryan","43.8791298","-78.9421062"
"Schüler","50.339063","-110.096425"
"S","42.73195","-84.470464"
"Sa","23.885942","45.079162"
"Schulgebäude","53.0903446","8.8071968"
"s’en","32.0356004","-116.6016339"
"S","42.73195","-84.470464"
"S.19,20","44.9018769","-97.1316205"
"Scholz","30.2777489","-97.7363197"
"RPTC","32.9421824","-117.1302994"
"Routine","42.870167","-87.985186"
"Ruraux “","33.3739553","-111.9286533"
"Rift Valley","40.7134165","-74.0119769"
"S.7","44.4380734","-73.2102971"
"S","42.73195","-84.470464"
"Samira","39.1676935","-86.5337451"
"S","42.73195","-84.470464"
"Rondas de","-42.7615321","147.2236036"
"Roll-Out","33.775654","-84.413909"
"Scholz","30.2777489","-97.7363197"
"Round","35.7975986","-95.2505173"
"royal Government of Cambodia","38.9458865","-77.036781"
"S","42.73195","-84.470464"
"Sar-e-Pol","35.6707473","66.0463534"
"Schüler","50.339063","-110.096425"
"Schlachthof","50.0665051","8.2474789"
"Sat","32.5401295","-116.9884514"
"Rom","38.827706","-94.519705"
"Scaling","33.5553303","-98.3225686"
"Schreiner","30.0316696","-99.1293846"
"SBUs","39.0451582","-94.6519994"
"rural Areas","30.4959605","-97.6439104"
"SEARCA","14.1651046","121.2402804"
"RSAT","1.4491406","110.3215952"
"Risques","40.494552","-88.994581"
"Sam","36.2954917","-95.8274265"
"Rostering","42.3008521","-71.3823847"
"Schools","37.528505","-95.823251"
"RSP","44.999681","-93.270074"
"Roesen","37.078363","-76.4609857"
"Roadmap","32.3313691","-90.1968641"
"Santa Rosa","38.440429","-122.7140548"
"Santa Rosa City","38.440429","-122.7140548"
"SAT","32.5401295","-116.9884514"
"rural Areas","30.4959605","-97.6439104"
"S M A","43.94236","12.457777"
"Samson","31.1129539","-86.0460518"
"Rot","61.2594229","14.0393683"
"secretaria de estado","29.0672448","-110.9563658"
"sibao","4.630549","-74.133035"
"shandong","45.5350074","-122.6243367"
"secretaría de estado de educación","28.621266","-106.0747226"
"Shell beach","35.1552532","-120.672395"
"sewa","29.7512333","-95.6446339"
"sheva","36.8659723","-79.3347456"
"sheva","36.8659723","-79.3347456"
"silt","39.5485917","-107.6561707"
"somlith","48.9447266","2.4585627"
"septembre","45.5696333","-73.2003556"
"sion","46.2331221","7.360626"
"south east europe","35.2211733","-106.6772664"
"south - south","33.9825984","-118.4266919"
"south east","37.6429448","-97.1896203"
"south south","33.9825984","-118.4266919"
"south West","26.6882884","-80.0910975"
"source","43.6465766","-79.3787824"
"soles","37.4929148","-76.4368913"
"source","43.6465766","-79.3787824"
"south luzon","38.0143435","-122.2513518"
"souks","32.7792673","-96.8290409"
"sivas","33.776205","-84.383176"
"south","44.4669941","-73.1709604"
"south","44.4669941","-73.1709604"
"SHG","39.8008693","-89.6742595"
"Slide","33.41317","-101.9328"
"SHG","39.8008693","-89.6742595"
"Social Center","42.3742526","-71.0395635"
"Seno","29.5455272","-98.5893586"
"Soins","45.4934574","-73.4294773"
"Sektor","3.091652","101.628242"
"Slide","33.41317","-101.9328"
"South Gobi","49.2880725","-123.1133399"
"Sozialtransfer","45.575104","-73.6554289"
"Soins","45.4934574","-73.4294773"
"Secretaría de Energía","19.4018438","-99.1713979"
"SHG","39.8008693","-89.6742595"
"SENAI","1.602031","103.6443791"
"Sources","36.3328623","-94.1339446"
"Sinh Phinh","21.9162693","103.3471775"
"Sektor","3.091652","101.628242"
"Síndico","24.0528405","-110.2967402"
"Solaranlage","49.6540345","10.1166356"
"Southern Province","6.237375","80.543845"
"Social Compliance","34.051415","-118.251634"
"sound’","38.9726851","-95.2529781"
"sound’ or","35.3473284","-75.504406"
"SG/MATD","1.3144302","103.8913042"
"Sektor","3.091652","101.628242"
"Sistema Integrado de Administración Financiera","48.9655234","2.5405846"
"SOIPP","37.6860713","-97.3163295"
"Southern Province","6.237375","80.543845"
"Seminar","39.0131113","-94.6665818"
"Siem Reap Province","13.6915377","104.1001326"
"Shandong","45.5350074","-122.6243367"
"South Africa As a","-33.9219292","18.4198713"
"Si Le","1.2889197","103.8467432"
"Southern Province","6.237375","80.543845"
"Sesam","27.4033873","74.9968543"
"Secr","-37.977769","145.220159"
"Shtip","41.746429","22.199654"
"Southeast Region","32.541208","-83.67876"
"SHG","39.8008693","-89.6742595"
"Serum","36.6645824","-96.3495197"
"Setzling","49.9055305","7.8194094"
"SFM","44.858266","-93.325151"
"Smiling Sun","41.2578402","-72.8479708"
"Sociales","25.5676053","-103.3888524"
"Second","37.0957562","-94.5490148"
"Secretaría de Relaciones","32.530449","-117.0261553"
"SLR-areas","33.4386217","-84.3041615"
"SLIC","30.180174","-93.23299"
"Southeast Europe","41.981048","-87.654489"
"Southeast European","33.9055617","-84.4960964"
"Si ¿","46.151241","14.995463"
"Sólo en el","39.5731721","2.629403"
"Soja","34.6728073","133.7465284"
"SoSi","24.0618601","83.6601104"
"Serena","41.4865438","-88.7313942"
"SEF","33.3819385","-111.8296411"
"SICA-ML","27.3875127","80.1121411"
"SP-PPF","-22.3715706","-46.941697"
"Sesam","27.4033873","74.9968543"
"Sept","40.6067521","-73.9633186"
"Southern Province","6.237375","80.543845"
"Southern Province","6.237375","80.543845"
"Self-Evaluation","51.5233439","-0.1026797"
"South/South","36.2478846","-95.3090371"
"SNAO","11.1828559","104.9564084"
"South east European","35.2211733","-106.6772664"
"Si Le","1.2889197","103.8467432"
"Servicing","37.8656605","-122.2914083"
"Secr","-37.977769","145.220159"
"Senior Adviser","39.703818","-104.939889"
"subsahara","36.1234185","-115.2171112"
"state of the Art","40.85261","-77.853205"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"superintendencia de bancos","19.4583074","-70.6748718"
"spr","41.878885","-87.635878"
"subsahara","36.1234185","-115.2171112"
"Straße","35.361204","136.900497"
"subsahara","36.1234185","-115.2171112"
"Straße","35.361204","136.900497"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"Sub - Sahara Afrika","5.5607748","-0.2168244"
"talas","40.7156489","-73.9354679"
"Stausee","48.9127227","10.1399009"
"tanger","36.6459919","-93.2660236"
"tanger","36.6459919","-93.2660236"
"St. Martin","18.0708298","-63.0500809"
"subsahara","36.1234185","-115.2171112"
"Stausee","48.9127227","10.1399009"
"subsahara","36.1234185","-115.2171112"
"tarifa","36.0143209","-5.6044497"
"stratégie de développement","45.527695","-73.586541"
"Sub - Sahara","36.1441292","-115.1614606"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"Street","40.738829","-73.992041"
"Südprovinz","6.237375","80.543845"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"subsahara","36.1234185","-115.2171112"
"strategi­","38.9623333","-77.08514"
"St. Agnes","43.777782","-88.4310387"
"St. Charles","41.9141945","-88.3086867"
"St. Joseph","39.7674578","-94.846681"
"St. Martin","18.0708298","-63.0500809"
"Tamil Nadu","11.1271225","78.6568942"
"Surin","33.5004257","-86.7969885"
"Status","36.0621451","-95.9652793"
"Struktur","45.5431508","-73.6304953"
"Straße","35.361204","136.900497"
"SUA","26.8633707","-80.0999419"
"T","33.7489954","-84.3879824"
"Stadtviertel","36.8793027","126.6098337"
"SV","13.794185","-88.89653"
"SUA","26.8633707","-80.0999419"
"Sparer","40.74818","-73.984872"
"Tal","18.6993809","72.8692711"
"Sustentabilidad","-37.4089788","-57.5825878"
"Stv","39.0119584","-94.6632993"
"Südregion","8.7158321","99.5450974"
"Subsahara-Afrika","-8.783195","34.508523"
"SV","13.794185","-88.89653"
"Strong","44.8075572","-70.2208981"
"Tax income","39.0840332","-94.6342304"
"Stefan","33.8553082","-84.3812955"
"Tavush Marz","40.8866296","45.339349"
"Tbilisi","41.7151377","44.827096"
"Steuerberater-G.","40.983266","-73.685435"
"STEPS","41.3377939","-74.1594465"
"Straße","35.361204","136.900497"
"Spectr","33.275","-97.7166666"
"Su","46.1005467","19.6650593"
"Tableau","29.9573718","-90.0640162"
"Tal","18.6993809","72.8692711"
"Strategic","32.9937855","-97.0129147"
"Struktur","45.5431508","-73.6304953"
"SV","13.794185","-88.89653"
"Steu","34.5647109","-112.385284"
"Sub-Teams","29.7458248","-95.23079"
"T","33.7489954","-84.3879824"
"Susheel","35.606813","-97.5994803"
"Struktur","45.5431508","-73.6304953"
"Tabu","39.9484577","-75.1607286"
"Superficie","-20.3051401","-40.3012695"
"Sur","34.0812107","-118.3852167"
"Su","46.1005467","19.6650593"
"Tag X +","35.5314696","-93.0415617"
"Struktur","45.5431508","-73.6304953"
"Sur Le","29.7809108","-95.5608965"
"Startworkshop","60.4022698","25.0240953"
"Standardinstrumenten","29.876678","-90.059094"
"Sud","-21.7482006","166.1783739"
"Stakeholder","29.6165571","-98.4874648"
"SUA","26.8633707","-80.0999419"
"SV","13.794185","-88.89653"
"SSA","37.2466323","-95.7068551"
"SSA ’s","27.3419956","-82.5429685"
"Sub-Grantees","34.15288","-118.150028"
"Sub-Sahara","36.1441292","-115.1614606"
"Sub-Section","35.5399544","-118.4606401"
"SV","13.794185","-88.89653"
"Struktur","45.5431508","-73.6304953"
"System","39.917138","-86.1112695"
"Tareas","21.714115","-102.8647863"
"Tb","38.7012274","-76.8744159"
"Sub-TTCs","13.031485","77.5767981"
"TDCs","40.7518134","-73.9916803"
"SV","13.794185","-88.89653"
"Sub-Section","35.5399544","-118.4606401"
"Supermarktkette","54.7780438","9.3167067"
"Strategic","32.9937855","-97.0129147"
"TD-2","41.261798","-96.07955"
"St","0.18636","6.613081"
"SV","13.794185","-88.89653"
"Standardsystemen","49.2298642","-122.8799603"
"Struktur","45.5431508","-73.6304953"
"SV","13.794185","-88.89653"
"SV","13.794185","-88.89653"
"Tana","-5.337832","120.130402"
"Struktur","45.5431508","-73.6304953"
"Supervision","39.103007","-94.5819048"
"SV","13.794185","-88.89653"
"Standards/Manuals","40.732919","-73.957943"
"Sponge","39.094328","-94.383472"
"Talas","40.7156489","-73.9354679"
"SV","13.794185","-88.89653"
"Strategic","32.9937855","-97.0129147"
"Sur","34.0812107","-118.3852167"
"Sub-Section","35.5399544","-118.4606401"
"Subsahara-Afrika","-8.783195","34.508523"
"SV","13.794185","-88.89653"
"St. @card@","38.6238944","-90.1925005"
"Struktur","45.5431508","-73.6304953"
"Summit","41.0918991","-81.5596427"
"SV","13.794185","-88.89653"
"SSR","33.88827","-118.059234"
"Studies","35.198826","-97.4448846"
"T","33.7489954","-84.3879824"
"Tanjunpinang","0.9185504","104.4665072"
"SV","13.794185","-88.89653"
"SSA","37.2466323","-95.7068551"
"SuSanA","33.8652768","-118.2195121"
"Standard","41.2586825","-111.9912037"
"SV","13.794185","-88.89653"
"También","51.58005","5.064063"
"States","37.1935549","-95.3017982"
"St. Louis","38.6270025","-90.1994042"
"SV","13.794185","-88.89653"
"SV","13.794185","-88.89653"
"SV","13.794185","-88.89653"
"Taxi Tony","33.93533","-84.379969"
"SV","13.794185","-88.89653"
"SV","13.794185","-88.89653"
"Sunday","40.7419984","-73.9861092"
"Standardtools","23.054306","72.629469"
"tres cruces","-34.8949581","-56.1686404"
"toul","48.678296","5.890159"
"Umgehungsstraße","48.6429138","9.0078521"
"tsunami","40.7222903","-111.8580615"
"tsunami","40.7222903","-111.8580615"
"Übersee","47.8176406","12.4808144"
"travaux publics","48.8473813","-67.5466061"
"Trotha","51.513481","11.961108"
"travaux publiques","48.8473813","-67.5466061"
"terre Rouge","38.5203975","-120.8238467"
"Übersee","47.8176406","12.4808144"
"tou-","37.6641058","-97.2554023"
"tesda","14.4050319","120.8618677"
"Texas","31.9685988","-99.9018131"
"u.s.","37.09024","-95.712891"
"terres du Delta","49.1793535","-0.3055737"
"tsunami","40.7222903","-111.8580615"
"ttdn","10.7907668","106.6996678"
"trac","39.7260708","-89.6186903"
"To","-21.178986","-175.198242"
"Topic","36.1026371","-95.9197869"
"Träger","30.143864","-85.5673208"
"Träger","30.143864","-85.5673208"
"TTCs","35.5359586","-106.052872"
"Twi","37.761093","-97.190582"
"Techniker","47.2644518","11.3439706"
"U1","40.287233","-84.20188"
"Tech","35.342053","-94.34014"
"TI ’s","39.1640768","-86.5174096"
"Timelines","47.5980515","-122.1901631"
"Trust","39.9264814","-77.3983193"
"Tienen en Su","39.9018283","116.3672144"
"Uds","41.909771","-88.0216838"
"Technologietransf","47.5572726","7.5825061"
"U11","-40.5057572","-72.9028348"
"Uma","27.965284","-82.785513"
"U5","40.0015368","116.3415944"
"Ud","46.1407972","13.1662896"
"UDB","26.9017659","75.7716567"
"UDB @card@","28.575544","77.239072"
"Technical Professions","39.0474643","-95.676447"
"Torrock","51.7901455","-114.1042498"
"technologisch","51.989834","4.379922"
"Tesorero","22.0074999","-104.0933333"
"Transportsektor","18.6669594","73.7627295"
"Time","41.8876736","-87.6236084"
"Trainee","38.997327","-76.9935581"
"Training/Formal","40.2874063","-75.9870065"
"Tovuz","40.9954523","45.6165907"
"The GTZ","36.1040509","-95.8882198"
"TICA","26.1924033","-97.6931053"
"Topic","36.1026371","-95.9197869"
"Today","40.7589632","-73.9793374"
"Transportsektor","18.6669594","73.7627295"
"TU","36.1519879","-95.946"
"Two","30.2442579","-97.7276671"
"Tributaria","28.6307528","-106.0808391"
"Time","41.8876736","-87.6236084"
"TZ-Teils","-6.7000796","39.2053952"
"Träger","30.143864","-85.5673208"
"Trade Brief","21.34878","80.212242"
"Twinning","34.6154779","-106.8402546"
"Typically","19.6392972","-155.9905735"
"Tudor","42.5160224","-83.2252963"
"Trésors","44.2324329","-76.4868982"
"Time","41.8876736","-87.6236084"
"Three","36.018838","-95.8676359"
"TJ","36.2905509","-95.843086"
"TN","35.5174913","-86.5804473"
"Tetovo","42.0069115","20.9715269"
"Terrorism","40.2695538","-74.5232089"
"Techniker","47.2644518","11.3439706"
"Teaching and Learning Centre","49.267581","-123.252341"
"Trah","37.1939875","-79.7428601"
"TDF","40.757152","-73.923949"
"traditional","37.7793798","-97.2605656"
"Troika","34.0734253","-118.3442461"
"TSU","29.7217625","-95.3606121"
"TMEA","30.3329294","-97.6796211"
"Transparency","36.2565189","-95.90792"
"UCE-SICA","23.0645239","88.8229803"
"Thematic","34.0865347","-117.8867113"
"territorial","43.7987985","-123.037518"
"Thach","32.6044138","-85.4793805"
"TL","-8.874217","125.727539"
"Ulf","36.0445807","-95.9535553"
"Trainingsmodule","-23.5657521","-46.6482289"
"Today","40.7589632","-73.9793374"
"To","-21.178986","-175.198242"
"Tools","39.013249","-94.716495"
"THU","16.8330888","96.1181027"
"TMEA","30.3329294","-97.6796211"
"TJ","36.2905509","-95.843086"
"TJ","36.2905509","-95.843086"
"Tel +","37.512579","-94.841118"
"Training","36.097462","-95.880908"
"Threats","36.274843","-94.168743"
"Twinning of Key","34.6154779","-106.8402546"
"Toc413789637","41.7194158","-73.9714053"
"Topic","36.1026371","-95.9197869"
"Toc388878463","41.7194158","-73.9714053"
"Tools","39.013249","-94.716495"
"Training","36.097462","-95.880908"
"UBA","41.2178933","-96.1024819"
"Tools","39.013249","-94.716495"
"Train-the-Trainers","40.0602676","-82.9791821"
"Teamworkshop","22.372305","113.994709"
"Two","30.2442579","-97.7276671"
"Today","40.7589632","-73.9793374"
"Triangulation","44.721497","-121.948753"
"Tel +","37.512579","-94.841118"
"Transportkorridors","33.660929","-117.7530512"
"Transportsektor","18.6669594","73.7627295"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"un­","40.7506866","-73.9689298"
"UN","40.7488758","-73.9680091"
"vila vila","43.0518863","-8.917605"
"unidad","25.8578904","-80.1200457"
"Washington","47.7510741","-120.7401385"
"UN","40.7488758","-73.9680091"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"valle nuevo","24.5455638","27.1735316"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"villages","28.927019","-82.0037608"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"UN","40.7488758","-73.9680091"
"Washington","47.7510741","-120.7401385"
"UN","40.7488758","-73.9680091"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"upper north","40.0040277","-75.1603752"
"urdaneta","45.5591796","-122.6340425"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"unicredit","40.7508121","-73.9755335"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"UN","40.7488758","-73.9680091"
"Washington","47.7510741","-120.7401385"
"Van","38.5012085","43.3729793"
"Viktoria","47.6110417","-122.3411772"
"uzbekistan airways","40.8563649","-73.973783"
"USD","33.371645","-117.24983"
"Wald","44.5640993","-123.2771616"
"Waldwirtschaft","48.0669891","11.5393129"
"Wasserschutzgebiet","48.687389","9.396498"
"Viswanadh","42.352947","-83.054473"
"Watershed","33.8051625","-84.3941126"
"Village Fund","38.9005978","-77.0216887"
"Watershed","33.8051625","-84.3941126"
"Watersheds","36.185792","-94.122268"
"V.","34.4576233","46.670534"
"umso","4.14806","-73.640511"
"UNCACEM","-12.1927695","-76.9087505"
"Upper West","34.027195","-118.454965"
"W.","37.6603671","-94.969689"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"União Europeia","54.5259614","15.2551187"
"Uwe","37.0515548","-94.5277574"
"Unternehmer/innen","48.7246114","9.1113159"
"Webpage","51.08728","6.14884"
"Vietnam Government","38.890841","-77.086213"
"Wald","44.5640993","-123.2771616"
"VET","38.9580124","-94.7472018"
"UNAIDS","38.8975653","-77.0427023"
"Washington","47.7510741","-120.7401385"
"Urban Quality","40.7544053","-74.046953"
"Washington","47.7510741","-120.7401385"
"Uwe","37.0515548","-94.5277574"
"Weinbauer","41.951197","-87.890852"
"Washington","47.7510741","-120.7401385"
"Watershed","33.8051625","-84.3941126"
"Washington","47.7510741","-120.7401385"
"welche","45.3384806","-121.9632168"
"voraus","40.3937985","-80.0632326"
"UN-MDG","21.1709876","72.8438083"
"voraus","40.3937985","-80.0632326"
"UPPC","47.2357183","-122.5461175"
"Venue","37.6862603","-97.3210251"
"Umwelt-Bürgerinitiativen","52.3892","9.74104"
"Vinh Chau","42.0865294","-72.5578144"
"Urban Quality","40.7544053","-74.046953"
"Way","39.0634017","-94.586012"
"Urban","32.750656","-97.356356"
"Un(a","31.5601504","76.2247366"
"Violencia","-34.6027769","-58.384449"
"Verlauf","19.1628928","72.8391811"
"Ve","6.42375","-66.58973"
"Vie","41.8085054","-87.9000978"
"Use","33.4216759","-111.9294334"
"UNAIDS","38.8975653","-77.0427023"
"WBP","34.052406","-118.053161"
"umso","4.14806","-73.640511"
"University","30.2307338","-97.7555514"
"Washington","47.7510741","-120.7401385"
"Umstiegen","40.7115778","-73.9377093"
"Water","36.4402607","-95.1669225"
"Washington","47.7510741","-120.7401385"
"Universities","37.8825898","-95.7343667"
"Valentina","42.8727833","-100.5509669"
"Valeriu","35.5285912","-97.5773473"
"Vertrauen","39.047722","-93.941652"
"Washington","47.7510741","-120.7401385"
"Urban Quality","40.7544053","-74.046953"
"Wald","44.5640993","-123.2771616"
"Valentina","42.8727833","-100.5509669"
"VET","38.9580124","-94.7472018"
"Vocational","36.083899","-79.8139664"
"Universitäten/Institute","43.9458718","-78.8967375"
"UR0","42.9124332","-3.5367667"
"Verbundnetze","51.3617638","12.4298231"
"Valoración","43.3611664","-5.8576814"
"VET","38.9580124","-94.7472018"
"Vocational","36.083899","-79.8139664"
"VN","14.058324","108.277199"
"Upazila","24.0441592","90.9856518"
"University-Industry","49.2613581","-123.2462619"
"Wald","44.5640993","-123.2771616"
"Waldbrand","46.693343","7.7533868"
"Washington","47.7510741","-120.7401385"
"VET","38.9580124","-94.7472018"
"VET","38.9580124","-94.7472018"
"VET –","38.9580124","-94.7472018"
"VET Agentur","39.7792134","-105.0632992"
"VET Zentrum","34.6556816","-120.1171014"
"VET-","36.12399","-97.0844343"
"Universalia","45.4773886","-73.5993616"
"UN-REDD","46.2131759","6.1112848"
"VRHR","28.448644","77.040184"
"Valoración","43.3611664","-5.8576814"
"USD","33.371645","-117.24983"
"Wald","44.5640993","-123.2771616"
"Waldwirtschaft","48.0669891","11.5393129"
"Wasserschutzgebiet","48.687389","9.396498"
"Volume","33.853136","-117.873034"
"Vieng","29.8026587","-95.4709933"
"Weltbankinstitut","26.429435","80.2960661"
"VND","29.5272188","-98.4921513"
"VGs","42.7931155","-83.7378274"
"Wachpersonal","42.3848677","-71.2364619"
"Washington","47.7510741","-120.7401385"
"Valentina","42.8727833","-100.5509669"
"Webseiten/Apps","36.8388","-76.066104"
"Venue","37.6862603","-97.3210251"
"UN-Organisation","40.7488758","-73.9680091"
"Venue","37.6862603","-97.3210251"
"VC","12.984305","-61.287228"
"Viable","39.5681229","-105.0495356"
"Waldmanagement","41.9543559","-87.6808751"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"USD","33.371645","-117.24983"
"Weifang","36.706962","119.161748"
"Washington","47.7510741","-120.7401385"
"Washington","47.7510741","-120.7401385"
"VET","38.9580124","-94.7472018"
"VET-school","43.075095","-89.420178"
"VET-schools and","43.075095","-89.420178"
"Webportal","43.64272","-79.3741255"
"Webportals","22.5017533","88.3579302"
"Webinar","29.3351839","-94.986486"
"Webportal","43.64272","-79.3741255"
"UNAIDS","38.8975653","-77.0427023"
"Weltbank","38.8989548","-77.0424472"
"Weltbank","38.8989548","-77.0424472"
